	id	title	text	answer
1922	post_1550	tech review paper - figures	Is it acceptable to have figures for example of model architectures in the review paper? (i'm guessing just the text should be 2 pg long, and figures should take up extra pages)	"As per https://www.coursera.org/learn/cs-410/supplement/FKWgc/technology-review-information
""The review must have a coherent storyline (Intro, Body, Conclusion) and cite relevant references. It must be at least ~2 pages ""
No mention of figures, unless these are part of the storyline?"
1923	post_1550	tech review paper - figures	Is it acceptable to have figures for example of model architectures in the review paper? (i'm guessing just the text should be 2 pg long, and figures should take up extra pages)	I believe so. As long as you show enough effort and do not use the figure simply to make up word count it should be fine. See #1545
1924	post_1551	Tech Review github link and references	While signing up for the tech review I left the github link and references section blank/TBD. Now, that I am done should I go back and fill in these sections? I just want to make sure that doing so will not be counted as editing the sheet post due date. TAs please confirm if this is needed or we can add just add the github and references info to our paper instead?	As post #1330, TA confirmed that we can change tech review and reminded us submit it before deadline. I think it should be fine to change your reference link in the sign-up sheet as you are graded by your submission not sign-up sheet. Sign-up sheet is used for later TA or classmates review as our tech review is saved in the public repo.
1925	post_1554	MP3 log likelihood not increasing	"Any tips to debug why my log likelihood is not increasing in MP3? Any way to use the training 100 docs etc.to observe the data and figure out where I am going wrong?
Also, what is the reason that code provides a initialize uniformly segment, we need to always use the randomly right?"	please check if all the matrices normalized properly, this will automatically fix likelihood problem
1927	post_1557	Micro Average (Practice Q11)	Can anyone explain how this micro average is created? I can't follow it even from the lecture without a clear example	"Precision = TP/(TP+FP) = count of y(+)/(count of y(+) + count of y(-))  = 7/(7+1)  = 7/8
Recall = TP/(TP+FN) = count of y(+)/ (count of y(+) + count of n(+)) = 7/(7+1) = 7/8"
1928	post_1557	Micro Average (Practice Q11)	Can anyone explain how this micro average is created? I can't follow it even from the lecture without a clear example	For micro - averaging, you look at all the values from all categories & docs to calculate P & R. This contrasts with macro - averaging, where you would aggregate over either all of the docs or all of the categories (but not both). The formulas for P & R are the same, but for micro - averaging, you look at all the values in the table
1929	post_1557	Micro Average (Practice Q11)	Can anyone explain how this micro average is created? I can't follow it even from the lecture without a clear example	Consider the entire matrix for the calculation here
1930	post_1558	Practice Quiz 11 Question	"How is the posterior probability 4/7?
The original category 2 is 6 terms in length.
With laplace smoothing, it grows to 10 terms in length (add 1 term for each 4 topics in the domain)"	"P(θ1|d3) = p(d3|θ1) / ( p(d3|θ1)+ p(d3|θ2) ) = (1/10 * 3/ 10) / ( (1/10 * 3/ 10) + (2/10 * 2/ 10) ) = 3/7
P(θ2|d3) = p(d3|θ2) / ( p(d3|θ1)+ p(d3|θ2) ) = (2/10 * 2/ 10) / ( (1/10 * 3/ 10) + (2/10 * 2/ 10) ) = 4/7
We select the higher of the two, which corresponds to category 2."
1931	post_1558	Practice Quiz 11 Question	"How is the posterior probability 4/7?
The original category 2 is 6 terms in length.
With laplace smoothing, it grows to 10 terms in length (add 1 term for each 4 topics in the domain)"	"In Practice Quiz 11 Q8, we already have
P(theta1/d3)=3/7
P(theta1/d3)=3/7
. So 
P(theta2/d3)=4/7
P(theta2/d3)=4/7
. As it has higher probability for 
P(theta2/d3)
P(theta2/d3)
, d3 belongs to 
theta 2
theta2
 which is category2."
1932	post_1563	Question for Week11 Practice Q5	"For the Week 11 Practice Q5, we were asked to calculate P(Spam) using Maximum Likelihood and it only used 
count(Spam, doc)/count(docs)
count(Spam,doc)/count(docs)
.
However, in previous learning, we usually use word counts for Maximum Likelihood which will be 
wordcount(Spam)/wordcount(all)
wordcount(Spam)/wordcount(all)
=4/10.
Can someone explain when we should use wordcount and when use documentcount for Maximum Likelihood calculation (without smoothing)?"	You may go to slide 10.9 page 7, and the answer is there.
1933	post_1563	Question for Week11 Practice Q5	"For the Week 11 Practice Q5, we were asked to calculate P(Spam) using Maximum Likelihood and it only used 
count(Spam, doc)/count(docs)
count(Spam,doc)/count(docs)
.
However, in previous learning, we usually use word counts for Maximum Likelihood which will be 
wordcount(Spam)/wordcount(all)
wordcount(Spam)/wordcount(all)
=4/10.
Can someone explain when we should use wordcount and when use documentcount for Maximum Likelihood calculation (without smoothing)?"	What I understood is that the question is related to the prior probability, so we just to normalize the document count for the spam category. As in P(theta=spam)
1934	post_1563	Question for Week11 Practice Q5	"For the Week 11 Practice Q5, we were asked to calculate P(Spam) using Maximum Likelihood and it only used 
count(Spam, doc)/count(docs)
count(Spam,doc)/count(docs)
.
However, in previous learning, we usually use word counts for Maximum Likelihood which will be 
wordcount(Spam)/wordcount(all)
wordcount(Spam)/wordcount(all)
=4/10.
Can someone explain when we should use wordcount and when use documentcount for Maximum Likelihood calculation (without smoothing)?"	I chose 1/3 since there are three data points (d1, d2, and d3) and only one of them (d1) is spam. Perhaps this is just coincidental but there are 12 (non-unique) words in all and 4 of them correspond to spam.
1935	post_1564	Technology Review Topic Change	Hello! I have been working on my technology review and after getting deeper into the topic I would like to take it in a different direction. Is it possible to change/tweak my topic from what I submitted in the sign-up?	"This was answered in #1330: ""Yes, changing your tech review subject to be related to your final project is allowed."""
1936	post_1564	Technology Review Topic Change	Hello! I have been working on my technology review and after getting deeper into the topic I would like to take it in a different direction. Is it possible to change/tweak my topic from what I submitted in the sign-up?	Yes, you can. I asked the same question to TAs and they agreed.
1937	post_1566	Unable to find anything to review	"Hello,
Take this one as an example, I could not find any doc or pdf, how to review?
The author did not provide any doc?"	We are asked to submit the github link only (which contains all the project-related files). I can see the pdf in the link.
1938	post_1566	Unable to find anything to review	"Hello,
Take this one as an example, I could not find any doc or pdf, how to review?
The author did not provide any doc?"	Copy and paste that GitHub link in your browser. The proposal should be in their GitHub repository.
1939	post_1567	Topic proposal	"Hi All,
Can someone tell me if I can still propose topic and submit review by sunday midnight ?
I have not proposed topic yet per this :
Topic proposal: Every student is required to select a topic from a provided topic list or propose a topic by the end of Week 8 (Oct 17, 2021) in the signup sheet (access with illinois.edu email address): https://docs.google.com/spreadsheets/d/1v-RYD-E_KgqFnAdt7IvYHb9svNtlTla5HcOEfYSZyQM/edit?usp=sharing"	It has been discussed many times already. TA is ok for you to change a topic
1940	post_1567	Topic proposal	"Hi All,
Can someone tell me if I can still propose topic and submit review by sunday midnight ?
I have not proposed topic yet per this :
Topic proposal: Every student is required to select a topic from a provided topic list or propose a topic by the end of Week 8 (Oct 17, 2021) in the signup sheet (access with illinois.edu email address): https://docs.google.com/spreadsheets/d/1v-RYD-E_KgqFnAdt7IvYHb9svNtlTla5HcOEfYSZyQM/edit?usp=sharing"	I would strongly recommend to send a Post/Note to professor and TA immediately. Tell them the reason for delay and they might still consider in some exceptional case.
1941	post_1568	How many review we should submit?	I click the submit button on the review page, but no new proposals prompt out.	We're supposed to be sent 1-3 proposals to review.
1942	post_1568	How many review we should submit?	I click the submit button on the review page, but no new proposals prompt out.	I was assigned 3 and reviewed them all.
1943	post_1568	How many review we should submit?	I click the submit button on the review page, but no new proposals prompt out.	I was assigned 3. Select the Reviewer role, you may find all the list for you.
1944	post_1568	How many review we should submit?	I click the submit button on the review page, but no new proposals prompt out.	I have reviewed Paper 121 and submitted the feedback. How can I get the new proposal to review?
1945	post_1571	Technology review	I am a little confused about this. I am taking the class for 3 credit hours, do I still need to submit the technology review?	You are correct
1946	post_1571	Technology review	I am a little confused about this. I am taking the class for 3 credit hours, do I still need to submit the technology review?	"It's only for 4-credit students, ""Tech Review (for 4-credit students). It will require you to generate a short 1-2 page review on an interesting course-related cutting-edge technology topic not covered in any lecture.""
here
https://www.coursera.org/learn/cs-410/supplement/1gMIe/syllabus"
1947	post_1571	Technology review	I am a little confused about this. I am taking the class for 3 credit hours, do I still need to submit the technology review?	The tech review is for 4-credit-hour students only.
1948	post_1572	exam 2 questions	I have been seeing practice quiz contains questions from Optional content ( specially in week 11 ) , can we expect that our exam 2 questions might also come from optional contents ?	"TA and Instructors will be able to confirm this but so far in this program i haven't seen questions from optional part are being asked in Exams.
One possibility is few lecture videos might have been recently marked as optional as they review the course structure every year and at times make minor adjustments. And while marking a video lecture as optional they might have forgot to remove the corresponding question from quiz."
1949	post_1572	exam 2 questions	I have been seeing practice quiz contains questions from Optional content ( specially in week 11 ) , can we expect that our exam 2 questions might also come from optional contents ?	The professor mentioned in one of his office hours that optional materials won't be included in the exams.
1950	post_1572	exam 2 questions	I have been seeing practice quiz contains questions from Optional content ( specially in week 11 ) , can we expect that our exam 2 questions might also come from optional contents ?	as one of the TAs had mentioned for the last exam that there will be no material in exam1 or the quiz from optional material. so I'm under the impression that this will be the same for exam2 as well. but it would be better if the TAs can comment on this.
1951	post_1574	Project review question	As part of the Project Review exercise , we have been assigned a few projects . Do we expect to provide the comment on **the same project **during PROGRESS and FINAL phase or we will be assigned a different project ?	Yes, you will be assigned the same projects. For future deadlines, all you will have to do is update your answers to the reviews.
1952	post_1574	Project review question	As part of the Project Review exercise , we have been assigned a few projects . Do we expect to provide the comment on **the same project **during PROGRESS and FINAL phase or we will be assigned a different project ?	I suspect (prefer?) that it'll be randomly assigned for the next rounds so the number of projects reviewed by each of us evens out (i.e., those who reviewed 3 now will hopefully get 1 project to review in the next round and vice versa)
1953	post_1574	Project review question	As part of the Project Review exercise , we have been assigned a few projects . Do we expect to provide the comment on **the same project **during PROGRESS and FINAL phase or we will be assigned a different project ?	"I believe we will be assigned the same project for the later phases as well.
Leaving it unresolved so that the TAs can add their comments if otherwise."
1954	post_1575	Unable to find pdf to review	"Hi,
I still can't find any files from this github repo. It just contains the generic Readme. How should I proceed?
Thanks!
Update: Proposal was uploaded to the github repo 2 hours ago. I can see it now. Thanks all!"	If it isn't uploaded and not in the repo, then please indicate that in the review
1955	post_1575	Unable to find pdf to review	"Hi,
I still can't find any files from this github repo. It just contains the generic Readme. How should I proceed?
Thanks!
Update: Proposal was uploaded to the github repo 2 hours ago. I can see it now. Thanks all!"	Go to  the github link provided. You should be able to find it there.
1956	post_1575	Unable to find pdf to review	"Hi,
I still can't find any files from this github repo. It just contains the generic Readme. How should I proceed?
Thanks!
Update: Proposal was uploaded to the github repo 2 hours ago. I can see it now. Thanks all!"	"I can confirm no pdf there... It looks like it was not submitted.
The TA's can confirm probably."
1957	post_1576	Required Questions for Progress Report	Does anybody know what the required questions to answer are for the progress report? I don't recall seeing those anywhere. TIA	"Here https://www.coursera.org/learn/cs-410/supplement/fTuOi/course-project-overview
it states:
""Progress report (5%): Each project team is required to submit a short progress report by the beginning of Week 13 (Nov 15, 2021) listing the progress made, remaining tasks, any challenges/issues being faced, etc. It will be graded based on completion. ""
From the above, I'm guessing that the questions to be answered are:
What progress was made
What tasks remain
What challenges/issues were faced"
1958	post_1577	How do I check if I am taking this course for 4 or 3 credits?	Sorry if this is a dumb question but just want to double check. I’m taking this as part of the MSCS-DS track so I assume it is 4 credits	You can check via Self Service but I believe it's 4 credits for all graduate students
1959	post_1577	How do I check if I am taking this course for 4 or 3 credits?	Sorry if this is a dumb question but just want to double check. I’m taking this as part of the MSCS-DS track so I assume it is 4 credits	"If you are taking a online master degree, probably it is 4 credits. (this is for my case)
If you are taking a campus class for a bachelor degree, probably it is 3 credits.
After all, you should know your program"
1960	post_1577	How do I check if I am taking this course for 4 or 3 credits?	Sorry if this is a dumb question but just want to double check. I’m taking this as part of the MSCS-DS track so I assume it is 4 credits	I think it's automatically 4 credits for us MCS-DS students. I just checked (it's 4 for me) and I dont remember looking at or thinking about number of credits at all when registering
1961	post_1577	How do I check if I am taking this course for 4 or 3 credits?	Sorry if this is a dumb question but just want to double check. I’m taking this as part of the MSCS-DS track so I assume it is 4 credits	Login to UIUC Self Service Navigate to Registration & Records and under Classic or Enhanced Registration or even under View Academic History. You can check whether you have 3 credits or 4 credits.
1962	post_1577	How do I check if I am taking this course for 4 or 3 credits?	Sorry if this is a dumb question but just want to double check. I’m taking this as part of the MSCS-DS track so I assume it is 4 credits	If you go on self service and view your schedule for this semester (on the course registration website), it'll tell you the number of credit hours!
1963	post_1580	Content of the review	"I am a little confused on what exactly to write about.
I am thinking:
Summary
What we think of its efficacy and use?
Wouldn't #2 be very difficult, because I am not sure If I am qualified/ have the knowledge to judge an industry leader's work?"	I felt the same, but what helped was i looked at related work section in the paper and the reference papers and saw how other studies approached the problem. then i discussed their pros and cons based on the limitations that they say in their papers. i don't think you have to judge its efficacy and use - studies are continuously working to improve existing work. just try to compare to other similar work and see how one system may be better/different!
1965	post_1580	Content of the review	"I am a little confused on what exactly to write about.
I am thinking:
Summary
What we think of its efficacy and use?
Wouldn't #2 be very difficult, because I am not sure If I am qualified/ have the knowledge to judge an industry leader's work?"	"You only need to tell a story. If it is complete, it is fine.
I introduced a python package, which is useful to text processing.
You may read a paper, and try to show the main messages.
https://www.coursera.org/learn/cs-410/gradedLti/NROf1/technology-review-submission"
1966	post_1580	Content of the review	"I am a little confused on what exactly to write about.
I am thinking:
Summary
What we think of its efficacy and use?
Wouldn't #2 be very difficult, because I am not sure If I am qualified/ have the knowledge to judge an industry leader's work?"	I think that instead of objectively judging the techniques/approaches discussed, you could include your thoughts on the approach and what you think of it in relation to your own project plan. Like will you consider using the described approach (why or why not)?
1967	post_1583	tech review - coursera grade not showing	"Hi,
I have submitted the tech review.pdf to the forked repo using file upload, i can see the score is 1 on leaderboard but coursera is not showing the grade."	"You may double check you really followed the pdf doc, and ""open the tool"".
https://www.coursera.org/learn/cs-410/gradedLti/NROf1/technology-review-submission"
1968	post_1583	tech review - coursera grade not showing	"Hi,
I have submitted the tech review.pdf to the forked repo using file upload, i can see the score is 1 on leaderboard but coursera is not showing the grade."	"Did you forget to click ""Open the tool""?"
1969	post_1583	tech review - coursera grade not showing	"Hi,
I have submitted the tech review.pdf to the forked repo using file upload, i can see the score is 1 on leaderboard but coursera is not showing the grade."	Make sure you titled the file 'techreview'
1970	post_1584	Week 11 Practical Quiz 10	"Hi, I have trouble with this question. I guess I misunderstood the concept of KNN. If k = 1, I circled the nearest neighbors:
Hence, there are three '1' labels and three '0' labels. I know it is probably wrong but don't know how to imply KNN.
Could anyone give me some hints or explanation on it? Many thanks in advance."	"As 
k=1
k=1
, you need to fine the one document that is nearest to D6. In the table of D6 column, D1 has the largest number 0.85 so it is the one that is closest to D6. So D6 should assign the same label as D1 which is 1."
1971	post_1584	Week 11 Practical Quiz 10	"Hi, I have trouble with this question. I guess I misunderstood the concept of KNN. If k = 1, I circled the nearest neighbors:
Hence, there are three '1' labels and three '0' labels. I know it is probably wrong but don't know how to imply KNN.
Could anyone give me some hints or explanation on it? Many thanks in advance."	The nearest neighbor will have the highest similarity with D6 (i.e., D1).
1973	post_1584	Week 11 Practical Quiz 10	"Hi, I have trouble with this question. I guess I misunderstood the concept of KNN. If k = 1, I circled the nearest neighbors:
Hence, there are three '1' labels and three '0' labels. I know it is probably wrong but don't know how to imply KNN.
Could anyone give me some hints or explanation on it? Many thanks in advance."	Since the similarity score of 0.85 is the highest in the D6 line, D6 is similar to D1 (?). So, we assign D1's class to D6 => label=1 for D6
1974	post_1584	Week 11 Practical Quiz 10	"Hi, I have trouble with this question. I guess I misunderstood the concept of KNN. If k = 1, I circled the nearest neighbors:
Hence, there are three '1' labels and three '0' labels. I know it is probably wrong but don't know how to imply KNN.
Could anyone give me some hints or explanation on it? Many thanks in advance."	You need to find the k documents that are more similar to D6, (for question 10 k=1), then use the label of that document for D6.
1975	post_1585	Tech review for 3-credit student	"I just want to make sure, for 3-credit students, we do not need to finish the tech review in week 11, right? We just need to do the peer review.
Thanks in advance:)"	Yes, that's correct. Only 4 credit students need to do the tech review
1976	post_1585	Tech review for 3-credit student	"I just want to make sure, for 3-credit students, we do not need to finish the tech review in week 11, right? We just need to do the peer review.
Thanks in advance:)"	"It's only for 4-credit students, ""Tech Review (for 4-credit students). It will require you to generate a short 1-2 page review on an interesting course-related cutting-edge technology topic not covered in any lecture.""
here
https://www.coursera.org/learn/cs-410/supplement/1gMIe/syllabus
But I don't know what the ""tentative"" comment in #70 refers to"
1977	post_1586	Tech Review: Github submission FAILED?	"Is anyone else seeing something like this upon submitting?
I created the tech review and saved it in the root directory of my repo as ""techreview.pdf"". I don't see any instructions to do something other than this."	"Maybe you github token expired. If so, delete it, and register again on livelab.
This is my case for your reference."
1978	post_1586	Tech Review: Github submission FAILED?	"Is anyone else seeing something like this upon submitting?
I created the tech review and saved it in the root directory of my repo as ""techreview.pdf"". I don't see any instructions to do something other than this."	"If you can find 100% here, you should be good. Otherwise, you may need to fix the issue
https://www.coursera.org/learn/cs-410/home/assignments"
1980	post_1594	Week 11 Practice Quiz 8	Could someone explain how to calculate P(θ1|d3) for Q8? Thank you!	p(d3|θ1) / ( p(d3|θ1)+ p(d3|θ2) ) = (1/10 * 3/ 10) / ( (1/10 * 3/ 10) + (2/10 * 2/ 10) )  = 3/7
1981	post_1594	Week 11 Practice Quiz 8	Could someone explain how to calculate P(θ1|d3) for Q8? Thank you!	Also see #1479
1982	post_1594	Week 11 Practice Quiz 8	Could someone explain how to calculate P(θ1|d3) for Q8? Thank you!	(|Ti|+|V|) where |V| is the size of the vocabulary in the training data and  |T_i| is the total number of words in category i.  Here, |T_i| = 6 and |V| = 4.
1983	post_1596	Leaderboard showing zero	I submitted my tech review pdf,but leaderboard score shows zero. However the console shows success.  Could you please help?	Change your pdf name to techreview.pdf in github.
1984	post_1597	Is Microsoft CMT review optional	Does Microsoft CMT review count toward out final grade?	It's not optional
1985	post_1597	Is Microsoft CMT review optional	Does Microsoft CMT review count toward out final grade?	It is safer to finish the review. My suggestion is to spend some time completing it.
1986	post_1597	Is Microsoft CMT review optional	Does Microsoft CMT review count toward out final grade?	"I would review all the projects that shows up on the Reviewer console in CMT. If you are not able to review any specific project for any specific reason, I would suggest to send private post to TAs and see what they says.
The peer review is also a great way of receiving feedback from fellow classmates which at times might improve the project quality. Other than grade this is another benefit of the peer review process."
1987	post_1597	Is Microsoft CMT review optional	Does Microsoft CMT review count toward out final grade?	If you do not do it, you will lose some points.
1988	post_1597	Is Microsoft CMT review optional	Does Microsoft CMT review count toward out final grade?	"There is nothing here
https://www.coursera.org/learn/cs-410/supplement/fTuOi/course-project-overview
RE: CMT review. Also, the number of reviews done by us seems to vary from 0-3 even though it states, ""Each student will review the progress reports of ~1-2 groups and provide feedback/suggestions"" on that page."
1989	post_1601	CMT review invitation expired	I didn't check my email and missed the review invitation. Now it says the invitation is expired. Can I get another invitation to finish the CMT review?	"See #1552
You may send a msg to Kevin Ros"
1990	post_1606	practice quize q7	How do you do this q?	Ok, here the idea is that the total probability is the individual word probabilities multiplied with each other. Since w4 is absent in T1, its probability is 0, which when multiplied with w3 probability would give you 0.
1991	post_1606	practice quize q7	How do you do this q?	its really handy if you attach a screenshot when asking quiz related questions....
1992	post_1608	Progress Report Submission	Hi! Where and how can we submit our project progress reports?	https://campuswire.com/c/G0A3AA370/feed/1639
1993	post_1608	Progress Report Submission	Hi! Where and how can we submit our project progress reports?	We have to submit it in the same project repo containing the project proposals. I think it's still locked in Coursera at the moment
1995	post_1615	Grade for Project Proposal and Team Formation Submission?	"Should we be seeing this grade on Coursera by now? It says ""Submitted"" for me, so wanted to make sure I'm not missing anything.
Thanks for your time"	Grades will be released in a few days. #1610
1996	post_1615	Grade for Project Proposal and Team Formation Submission?	"Should we be seeing this grade on Coursera by now? It says ""Submitted"" for me, so wanted to make sure I'm not missing anything.
Thanks for your time"	Released Today. See #1645
1997	post_1623	Question on project review	"Hi all,
I have a question about the project review in CMT. For me, the review questions ask all phases of the project from proposal to final. So I can only save it as a draft without submission because I can answer just part of them.
Is it ok to leave it as it is?
Thank you,
Kim"	You need to submit it. Even you put some NA.
1998	post_1623	Question on project review	"Hi all,
I have a question about the project review in CMT. For me, the review questions ask all phases of the project from proposal to final. So I can only save it as a draft without submission because I can answer just part of them.
Is it ok to leave it as it is?
Thank you,
Kim"	I found the answer. I had to fill all others with N/A and submit it.
1999	post_1623	Question on project review	"Hi all,
I have a question about the project review in CMT. For me, the review questions ask all phases of the project from proposal to final. So I can only save it as a draft without submission because I can answer just part of them.
Is it ok to leave it as it is?
Thank you,
Kim"	Fill in the parts you can and submit it, then later go back to fill out the other parts as they become due
2000	post_1624	Exam 2 topics PDF	Would it be possible to get a PDF similar to the one provided for exam 1 (https://campuswire.com/c/G0A3AA370/feed/1049) but for exam 2? I found that to be hugely helpful in focusing my studying.	Yes.  I believe the Exam2 guide will be released close to the exam. We will keep you posted.
2001	post_1624	Exam 2 topics PDF	Would it be possible to get a PDF similar to the one provided for exam 1 (https://campuswire.com/c/G0A3AA370/feed/1049) but for exam 2? I found that to be hugely helpful in focusing my studying.	+1, Agreed this helped so much on the exam
2002	post_1624	Exam 2 topics PDF	Would it be possible to get a PDF similar to the one provided for exam 1 (https://campuswire.com/c/G0A3AA370/feed/1049) but for exam 2? I found that to be hugely helpful in focusing my studying.	Agree that exam guide is super helpful!
2004	post_1624	Exam 2 topics PDF	Would it be possible to get a PDF similar to the one provided for exam 1 (https://campuswire.com/c/G0A3AA370/feed/1049) but for exam 2? I found that to be hugely helpful in focusing my studying.	I agree, it was super helpful. Try leaving this question marked as unresolved until the TAs see it.
2005	post_1630	"Tech Review ""Overdue"" in grades"	If I am in the 3 credit-hour section of this course should I be seeing 'overdue' on the tech review submission? Or am I supposed to ignore it?	The tech review is only for 4 credit hour sections, so I think you should be fine
2006	post_1630	"Tech Review ""Overdue"" in grades"	If I am in the 3 credit-hour section of this course should I be seeing 'overdue' on the tech review submission? Or am I supposed to ignore it?	This is a pass/fail assignment, think it's fine as long as you submitted prior to the due date.
2007	post_1630	"Tech Review ""Overdue"" in grades"	If I am in the 3 credit-hour section of this course should I be seeing 'overdue' on the tech review submission? Or am I supposed to ignore it?	#70 Please see post from TA. You should be good.
2008	post_1630	"Tech Review ""Overdue"" in grades"	If I am in the 3 credit-hour section of this course should I be seeing 'overdue' on the tech review submission? Or am I supposed to ignore it?	I think for 3 credit hour, its not needed ... Anyway, this does not carry any mark , just pass/fail and this is mandatory for 4-credit students
2009	post_1632	ERROR: You are already scheduled for this exam	"Is anyone else seeing this when attempting to book an exam 2 session?
I checked the ""my sessions"" tab as well as my cart and can confirm I have not been able to book the session yet."	"This is known issue while scheduling the exam. Many students faced  this for Exam1 too.
You have couple of options (both were discussed on the other two replies):
You might have received a email on your illinois mailbox. with subject line Reservation invitation reminder. You can follow the invitation link and schedule the exam2 at proctoru website.
You can also always call/chat proctorU helpline and have them scheduled for you."
2010	post_1632	ERROR: You are already scheduled for this exam	"Is anyone else seeing this when attempting to book an exam 2 session?
I checked the ""my sessions"" tab as well as my cart and can confirm I have not been able to book the session yet."	I had this for exam 1 as well. Live chat support on ProctorU got it added to my cart pretty quickly in both cases.
2011	post_1632	ERROR: You are already scheduled for this exam	"Is anyone else seeing this when attempting to book an exam 2 session?
I checked the ""my sessions"" tab as well as my cart and can confirm I have not been able to book the session yet."	Yes, this happened to me as well!
2012	post_1632	ERROR: You are already scheduled for this exam	"Is anyone else seeing this when attempting to book an exam 2 session?
I checked the ""my sessions"" tab as well as my cart and can confirm I have not been able to book the session yet."	"I too had the same issue but it was quickly resolved through ""chat"" at the bottom right of the page"
2013	post_1632	ERROR: You are already scheduled for this exam	"Is anyone else seeing this when attempting to book an exam 2 session?
I checked the ""my sessions"" tab as well as my cart and can confirm I have not been able to book the session yet."	"This happened to me on the first exam. I haven't tried booking exam 2 yet, but I was able to book exam 1 by following the link given in an email that you should have received regarding exam 2. Look up the subject ""Reservation invitation reminder"" from noreply@protoru.com"
2014	post_1632	ERROR: You are already scheduled for this exam	"Is anyone else seeing this when attempting to book an exam 2 session?
I checked the ""my sessions"" tab as well as my cart and can confirm I have not been able to book the session yet."	This happened to me as well. You can talk to someone at ProctorU via chat and let them know which exam/time slot you want, and they can schedule it for you.
2015	post_1633	Progress Report Template	"Hi,
is there  template that we can use for writing the progress report for the course project?"	"I think you have to write about progress made, remaining tasks, any challenges/issues being faced, etc. The grading is based only on completion not on what you have mentioned. Therefore, you can use your judgement what to include. Please see below information from coursera
https://www.coursera.org/learn/cs-410/supplement/fTuOi/course-project-overview"
2016	post_1633	Progress Report Template	"Hi,
is there  template that we can use for writing the progress report for the course project?"	As we are peer-review for grading. I believe if you show enough effort and answer the question it will always be fine. A bullet-list for tasks and paragraph for challenge should be good enough.
2017	post_1636	"""Due date has passed for 1 assignment items."""	"This showed up on the grades page in coursera, although as far as I can tell, I've completed all assignments.
""Project Proposal and Team Formation Submission for Grading"" says ""submitted"" but with no grade, however.
Anyone else seeing this?"	Think as long as you submitted before the due date it's fine, it's just taking time to get through the grading. Mine is the same way.
2019	post_1636	"""Due date has passed for 1 assignment items."""	"This showed up on the grades page in coursera, although as far as I can tell, I've completed all assignments.
""Project Proposal and Team Formation Submission for Grading"" says ""submitted"" but with no grade, however.
Anyone else seeing this?"	"This has been discussed before #1478, #1543, #1615.
I see the same (i.e., ""Submitted"") as well on Coursera although the reviews are now out @CMT"
2020	post_1637	Latent Aspect Rating Analysis?	What week and video did we cover this topic?	"The lecture is spread over two (optional) videos 12.1 and 12.2
https://www.coursera.org/learn/cs-410/home/week/12"
2021	post_1637	Latent Aspect Rating Analysis?	What week and video did we cover this topic?	Check the optional lectures in week12.
2022	post_1637	Latent Aspect Rating Analysis?	What week and video did we cover this topic?	Few more details on optional question in  #1572
2023	post_1637	Latent Aspect Rating Analysis?	What week and video did we cover this topic?	In week12, optional session.
2024	post_1638	Exam 1 score not shown in Coursera	I could not see my Exam 1 score in Coursera even though I have completed it and seen the score right after submitting it in ProctorU. Is that normal?	"I can see mine. The only thing I can't see is ""Project Proposal and Team Formation Submission for..."" which hasn't been graded yet, I believe."
2025	post_1638	Exam 1 score not shown in Coursera	I could not see my Exam 1 score in Coursera even though I have completed it and seen the score right after submitting it in ProctorU. Is that normal?	You should be able to see your exam scores in Coursera. if the issue continues after refreshing again then you might wanna reach out to the TAs about it.
2026	post_1638	Exam 1 score not shown in Coursera	I could not see my Exam 1 score in Coursera even though I have completed it and seen the score right after submitting it in ProctorU. Is that normal?	I can see mine. You could verify your ProctorU account is linked to your UIUC ID, but I'm not sure that's necessary to get the grade synced.
2027	post_1638	Exam 1 score not shown in Coursera	I could not see my Exam 1 score in Coursera even though I have completed it and seen the score right after submitting it in ProctorU. Is that normal?	"Could you see a percentage as following?
https://www.coursera.org/learn/cs-410/home/assignments"
2028	post_1639	Project Progress submission	"Project Progress report has to be a separate document ? Are there any specific items expected other than
Which tasks have been completed?
Which tasks are pending?
Are you facing any challenges?
Plus anything specifically mentioned in the reviews to cover."	Yes, Progress report is a separate document. I think what you  have listed should cover all main questions to be answered in the progress report.
2029	post_1639	Project Progress submission	"Project Progress report has to be a separate document ? Are there any specific items expected other than
Which tasks have been completed?
Which tasks are pending?
Are you facing any challenges?
Plus anything specifically mentioned in the reviews to cover."	I copied over the table we created for the project proposal and gave feedback on each line item about the progress we made
2031	post_1647	Dataset for Final Project	"I am using web scrapping to generate my dataset. I was wondering if I can just do this once, so that I don't have to repeat this process over and over again, since it takes a very long time. I plan on implementing sentiment analysis on this dataset. The only downside of this would be that I wouldn't have ""real-time"" or ""close to real-time"" data when implementing sentiment analysis."	I do not see any problem on this approach as long as your dataset is big enough to perform sentiment analysis but check with TA and mention this in your progress report
2032	post_1647	Dataset for Final Project	"I am using web scrapping to generate my dataset. I was wondering if I can just do this once, so that I don't have to repeat this process over and over again, since it takes a very long time. I plan on implementing sentiment analysis on this dataset. The only downside of this would be that I wouldn't have ""real-time"" or ""close to real-time"" data when implementing sentiment analysis."	"I would suggest
scrape once - mention the date of scrapping in your report
if necessary submit your data along with your report.
It is very difficult to be up to date with the dataset.
The project evaluation will not happen at the same time that you will scrape your dataset."
